date,company,cleaned_headline,sentiment,sentiment_score
2025-05-27,AMZN,norway wealth fund chief tells staff that using ai is a must,neutral,0.81395805
2025-05-27,AMZN,quantum computing stocks in focus pure play vs large caps heres a look at the valuations alphabet nasdaqgoog amazoncom nasdaqamzn,neutral,0.9384245
2025-05-26,AMZN,market analysis amazoncom and competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.94547427
2025-05-26,AMZN,elon musk saudi arabia approves use of starlink for maritime aviation purposes,positive,0.6449439
2025-05-26,AMZN,invest with confidence intrinsic value unveiled of amazoncom inc,neutral,0.851631
2025-05-26,AMZN,unprecedented demand for nvidias gb200 drives accelerated production taiwan engineers are working incredibly hard says expert microsoft nasdaqmsft amazoncom nasdaqamzn,positive,0.8028197
2025-05-26,AMZN,what investors get wrong about cef fees and miss out on 8 yields,neutral,0.55232966
2025-05-26,AMZN,amazon microsoft google and shopify are racing to integrate ai now engineers say theyre working faster with less thinking time and more pressure than ever alphabet nasdaqgoog amazoncom n,neutral,0.8251087
2025-05-25,AMZN,truist reiterates buy on amazoncom amzn as q2 revenue tracks ahead,positive,0.67235017
2025-05-24,AMZN,billionaire bill ackman bets big on battered ecommerce giant,neutral,0.6006682
2025-05-24,AMZN,everyone will want one elon musk makes huge announcement on humanoid robots starlink deal,neutral,0.9075694
2025-05-24,AMZN,insider sell david zapolsky sells 20670 shares of amazoncom inc amzn,neutral,0.94113857
2025-05-24,AMZN,amazoncom inc amzn announces results of annual shareholder meeting,neutral,0.9315644
2025-05-23,AMZN,amazon amzn faces lawsuit over arsenic in rice products,negative,0.9547815
2025-05-23,AMZN,oracle to snap up 40 billion in nvidia chips for openais us supercenter,positive,0.68690836
2025-05-23,AMZN,amazoncom inc amzn faces lawsuit over claims it sold contaminated rice,negative,0.9365656
2025-05-23,AMZN,amazon amzn supports anthropics nextgen ai models launch amzn stock news,neutral,0.89195275
2025-05-23,AMZN,nike returns to sell footwear apparel on amazon for the first time since 2019,positive,0.69253343
2025-05-23,AMZN,elfun trusts exits unitedhealth group inc impacting portfolio by 179,negative,0.8171098
2025-05-23,AMZN,what makes amazoncom amzn an incredible longterm bet,neutral,0.9130099
2025-05-23,AMZN,comparative study amazoncom and industry competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.92085606
2025-05-23,AMZN,amazon amzn shareholders reject ceo and board chair role separation,negative,0.5177109
2025-05-23,AMZN,megacap tech shows signs of life but the road back to aths is still long,positive,0.7150141
2025-05-23,AMZN,amazon stock aws is at risk of getting dethroned technical analysis nasdaqamzn,negative,0.8336969
2025-05-23,AMZN,thinking of buying amazon stock the companys biggest moneymaker might surprise you,neutral,0.8505102
2025-05-23,AMZN,amazon shareholders reject proposal to split roles of ceo andy jassy and executive chairman jeff bezos backing current leadership structure with 82 vote amazoncom nasdaqamzn,neutral,0.89991546
2025-05-23,AMZN,israel englanders millennium cuts stakes in nvidia microsoft and meta while boosting amazon bet in q1 amid strategic talks with blackrock goldman sachs blackrock nyseblk amazoncom nasdaqa,neutral,0.46374944
2025-05-23,AMZN,amazoncom inc amzn shareholders overwhelmingly reject proposal to permanently split ceo and chair roles,neutral,0.54158765
2025-05-23,AMZN,european officials weigh response to us efforts to thwart local dei programs,negative,0.5625683
2025-05-23,AMZN,millennium management llc increases stake in janus henderson group plc,neutral,0.6484606
2025-05-23,AMZN,ackmans pershing square takes new position in amazoncom inc amzn,neutral,0.9371087
2025-05-22,AMZN,amazon tariffs will strengthen the ecommerce empire nasdaqamzn,positive,0.9173191
2025-05-22,AMZN,amazon gives some customers refunds for returns made years ago,neutral,0.8590002
2025-05-22,AMZN,amazon amzn shares rise following pershing squares strategic investment amzn stock news,positive,0.5939593
2025-05-22,AMZN,targets troubles leave analysts most negative since 2018,negative,0.96488756
2025-05-22,AMZN,target under pressure from tariffs rising competitive gaps analysts target nysetgt,positive,0.47085625
2025-05-22,AMZN,magnificent seven shareholder meetings on tap taking stock of the economy,neutral,0.91054463
2025-05-22,AMZN,amazoncom amzn has multiple upbeat attributes veteran investor says,neutral,0.83450675
2025-05-22,AMZN,comparing amazoncom with industry competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.67195636
2025-05-22,AMZN,5 of the big stock winners of the past 20 years with eyepopping returns,neutral,0.78069085
2025-05-22,AMZN,amazon amzn issues refunds for past returns after unresolved issues amzn stock news,neutral,0.74193037
2025-05-22,AMZN,trumps big beautiful bill could be 31 trillion jackpot for affluent americans like elon musk and jeff bezos studies say meta platforms nasdaqmeta amazoncom nasdaqamzn,neutral,0.8888464
2025-05-22,AMZN,baidus apollo go enters dubai and abu dhabi ceo robin li touts global robotaxi lead with 14 million rides in q1 baidu nasdaqbidu amazoncom nasdaqamzn,neutral,0.71838427
2025-05-22,AMZN,from warren buffetts berkshire hathaway to jeff bezos amazon bitcoin is now outshining these wall street titans apple nasdaqaapl,neutral,0.7623965
2025-05-22,AMZN,balyasny asset management lp reduces stake in hudson pacific properties inc,neutral,0.8532369
2025-05-21,AMZN,amazon amzn to resume selling nike products after fouryear gap amzn stock news,neutral,0.8338886
2025-05-21,AMZN,amzn shareholders approve board and executive pay plans amzn stock news,neutral,0.93707573
2025-05-21,AMZN,magnificent 7 earnings preview a pulse check on the us economy,positive,0.5716283
2025-05-21,AMZN,bond reaction to big beautiful tax bill gets in the way of stock market rally spdr sp 500 arcaspy,neutral,0.7075114
2025-05-21,AMZN,evaluating amazoncom against peers in broadline retail industry amazoncom nasdaqamzn,neutral,0.73604053
2025-05-21,AMZN,prominent investor is prepared to buy meta and amzn stock on any weakness,neutral,0.8675426
2025-05-21,AMZN,supermicro eyes texas mississippi for ai server growth as microsoft amazon increase spending,positive,0.84148186
2025-05-21,AMZN,amazons zoox expands robotaxi trials to rival turf in atlanta,positive,0.7329233
2025-05-21,AMZN,tesla is 6x more expensive than its peers and the most overvalued mag 7 stock gordon johnson questions fundamentals as elon musk shrugs off concerns apple nasdaqaapl amazoncom nasdaqamzn,positive,0.48092172
2025-05-21,AMZN,amazon amzn sees profit growth amid streaming industry success amzn stock news,positive,0.94025636
2025-05-21,AMZN,tiktok shop us employees told to work from home as layoffs loom,negative,0.9627481
2025-05-21,AMZN,aqr capital management llc acquires shares in aifeex nexus acquisition corp,neutral,0.9342117
2025-05-20,AMZN,industry comparison evaluating amazoncom against competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.6283609
2025-05-20,AMZN,a closer look at amazoncoms options market dynamics amazoncom nasdaqamzn,neutral,0.93899304
2025-05-20,AMZN,us stock futures edge down ahead of commentary from fed officials,negative,0.91956866
2025-05-19,AMZN,amazon why may is the last month to get the stock at a discount,neutral,0.8823919
2025-05-19,AMZN,graniteshares announces change in etf lineup,neutral,0.8148202
2025-05-19,AMZN,amazon amzn upgraded to buy on growth prospects,positive,0.94002414
2025-05-19,AMZN,microsoft is bringing elon musks ai models to its cloud,neutral,0.8804672
2025-05-19,AMZN,analyzing amazoncom in comparison to competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.73393047
2025-05-19,AMZN,magnificent 7 stocks shift toward stability and selective growth,neutral,0.7616528
2025-05-19,AMZN,apples aipowered home services strategy could upend yelp angi alphabet insider says trust data and ux key in this 500 billion market apple nasdaqaapl amazoncom nasdaqamzn,neutral,0.64901245
2025-05-19,AMZN,nvidia ceo unveils new tech to keep global ai expansion going,positive,0.5593667
2025-05-19,AMZN,david sacks hails trumps ai strategy in middle east as power move over china openai ceo sam altman backs him sorry naive people are giving you grief advanced micro devices nasdaqamd amazon,neutral,0.8154449
2025-05-17,AMZN,could buying amazon today set you up for life,neutral,0.7617298
2025-05-17,AMZN,fmr llcs strategic acquisition of vor biopharma inc shares,neutral,0.8299392
2025-05-17,AMZN,fmr llc reduces stake in helen of troy ltd a detailed analysis,neutral,0.9358394
2025-05-17,AMZN,fmr llc reduces holdings in astria therapeutics inc,negative,0.6471661
2025-05-17,AMZN,fil ltd acquires additional shares in lexinfintech holdings ltd,neutral,0.8955592
2025-05-17,AMZN,fil ltd acquires significant stake in telefonaktiebolaget l m ericsson,neutral,0.84393877
2025-05-17,AMZN,australiansuper pty ltd acquires significant stake in coronado global resources inc,neutral,0.85675544
2025-05-16,AMZN,amazon the whole package longterm buy for this tough grader upgrade nasdaqamzn,neutral,0.830335
2025-05-16,AMZN,how revisions to genius act could impact us stablecoin market,neutral,0.7692653
2025-05-16,AMZN,market analysis amazoncom and competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.94547427
2025-05-16,AMZN,forfeiture lawsuits a new challenge for 401k plan advisors,neutral,0.8787063
2025-05-16,AMZN,us targets european digital rules in free speech campaign defending american big tech apple nasdaqaapl amazoncom nasdaqamzn,neutral,0.93288726
2025-05-16,AMZN,amazoncom inc amzn is a trending stock facts to know before betting on it,neutral,0.9206931
2025-05-16,AMZN,why nasdaq sp 500 futures are trading higher friday applied mat nasdaqamat amazoncom nasdaqamzn,positive,0.75859237
2025-05-16,AMZN,rocket companies soars 6 in friday premarket as activist investor valueact reveals new position calls rkt a sleeping giant in early innings amazoncom nasdaqamzn salesforce nysecrm,positive,0.58327466
2025-05-16,AMZN,wall street poised to open higher after sp 500s 4day run sounds like powell is expecting more frequent bouts of stagflation cautions expert applied mat nasdaqamat amazoncom nasdaqamzn,neutral,0.5967886
2025-05-16,AMZN,sp 500 settles higher for fourth session amid surge in tech stocks investor sentiment slips but fear index stays in greed zone brady nysebrc amazoncom nasdaqamzn,negative,0.7801454
2025-05-16,AMZN,wall street getting nervous magnificent 7 giants face 33m bet against them as market turbulence looms apple nasdaqaapl amazoncom nasdaqamzn,neutral,0.55958146
2025-05-16,AMZN,glenview capital management increases amazon amzn stake,positive,0.53041506
2025-05-15,AMZN,3g capital increases investment in amazon amzn in q1 2025,positive,0.6145033
2025-05-15,AMZN,al gores generation investment management reduces amazon stake by 4677,negative,0.7375647
2025-05-15,AMZN,chase colemans strategic moves apollo global management inc sees significant reduction,negative,0.762723
2025-05-15,AMZN,lee ainslies strategic moves a deep dive into kenvue incs 359 portfolio impact,neutral,0.8807914
2025-05-15,AMZN,steve mandels strategic moves carvana co takes center stage with 418 portfolio impact,neutral,0.8350508
2025-05-15,AMZN,amazons amzn role in the evolution of 1bit llms examined amzn stock news,neutral,0.91907185
2025-05-15,AMZN,lone pine capital positions amazon amzn among top holdings in q1 2025 amzn stock news,neutral,0.73749685
2025-05-15,AMZN,third point lowers amazon amzn stake in recent portfolio update amzn stock news,neutral,0.75905466
2025-05-15,AMZN,amazoncom inc amzn deepens ai push with aws pagerduty deal to power global ops cloud,positive,0.8651669
2025-05-15,AMZN,lone pine capital adjusts position in amazon amzn amid portfolio changes amzn stock news,negative,0.8500243
2025-05-15,AMZN,amazoncom inc amzn among the best drone stocks to buy according to billionaires,positive,0.5710217
2025-05-15,AMZN,philippe laffonts strategic moves coreweave inc takes center stage with 235 portfolio allocation,neutral,0.6368722
2025-05-15,AMZN,mairs and powers strategic moves us bancorp reduction highlights q1 2025,neutral,0.77954644
2025-05-15,AMZN,profits on tactical positions do not trust new data and walmart earnings trump scolds apple walmart nysewmt,negative,0.94976395
2025-05-15,AMZN,veteran investor is bullish on amazoncom inc amzn stock,neutral,0.7132532
2025-05-15,AMZN,liberty allstar growth fund inc april 2025 monthly update,neutral,0.9321443
2025-05-15,AMZN,alan fourniers strategic moves antero resources corp sees significant reduction,positive,0.68640435
2025-05-15,AMZN,amazoncom inc mark hillman exits position with a 396 impact,negative,0.7838328
2025-05-15,AMZN,comparative study amazoncom and industry competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.92085606
2025-05-15,AMZN,garmin unveils the forerunner 570 and forerunner 970 its newest gps running and triathlon smartwatches for performancedriven athletes,neutral,0.8318555
2025-05-15,AMZN,smart money is betting big in amzn options amazoncom nasdaqamzn,neutral,0.85226214
2025-05-15,AMZN,cathie wood says us electricity prices would be 90 lower without three mile islandera rules amazoncom nasdaqamzn,neutral,0.86794144
2025-05-15,AMZN,jim cramer says gulf countries will become largest hyperscalers in the world after nvidias 18000 blackwell chip deal alphabet nasdaqgoog amazoncom nasdaqamzn,positive,0.7057221
2025-05-15,AMZN,is it too late to save the us economy from a recession,neutral,0.57538646
2025-05-15,AMZN,aramco pens 90b deals with us companies,neutral,0.5124239
2025-05-15,AMZN,insider sell keith alexander sells 1000 shares of amazoncom inc amzn,neutral,0.93677235
2025-05-15,AMZN,amazon amzn implements layoffs in devices and services unit,negative,0.96474606
2025-05-15,AMZN,advisors asset management inc expands stake in allspring global dividend opportunity fund,neutral,0.5213854
2025-05-15,AMZN,temasek holdings increases stake in tpg inc with strategic acquisition,positive,0.660261
2025-05-15,AMZN,cisco gives positive sales forecast after ai buoys demand,positive,0.9375169
2025-05-14,AMZN,how to invest 20000 for maximum returns,neutral,0.9320523
2025-05-14,AMZN,caught off guard institutions chase stock market rally spdr sp 500 arcaspy,neutral,0.62882227
2025-05-14,AMZN,ken fishers strategic moves amazoncom inc sees a 11 portfolio impact,neutral,0.75978714
2025-05-14,AMZN,amazon amzn explores investment in tiktok amid growing competition amzn stock news,positive,0.8423573
2025-05-14,AMZN,frank sands significantly reduces stake in asml holding nv by 6879,positive,0.5523829
2025-05-14,AMZN,amazoncom inc amzn and humain to invest 5b in saudi arabias ai zone development,neutral,0.86572796
2025-05-14,AMZN,is amazoncom amzn the best high volume stock to buy now,neutral,0.84613895
2025-05-14,AMZN,bullish for nvidia tesla palantir microsoft alphabet amazon ai revolution is coming to the saudi kingdom says wedbushs dan ives alphabet nasdaqgoog amazoncom nasdaqamzn,neutral,0.87312794
2025-05-14,AMZN,microsoft to cut 6000 jobs globally amid aidriven shift says changes necessary to best position the company for success meta platforms nasdaqmeta amazoncom nasdaqamzn,negative,0.8310832
2025-05-14,AMZN,amazoncom inc amzn meta platforms inc meta delivered the best earnings among the mag 7 prominent investor says,positive,0.93408924
2025-05-14,AMZN,vanguard group incs strategic acquisition of peloton interactive inc shares,neutral,0.8563185
2025-05-14,AMZN,vanguard group incs strategic acquisition of mfa financial inc shares,neutral,0.89707017
2025-05-14,AMZN,vanguard group incs strategic acquisition of elevance health inc shares,neutral,0.8813472
2025-05-14,AMZN,vanguard group inc increases stake in science applications international corp,neutral,0.6829399
2025-05-14,AMZN,vanguard group incs strategic acquisition of roper technologies inc shares,neutral,0.86550814
2025-05-14,AMZN,vanguard group incs strategic acquisition of general motors co shares,neutral,0.66522825
2025-05-14,AMZN,wellington management group llp acquires significant stake in northpointe bancshares inc,neutral,0.8667608
2025-05-13,AMZN,amzn extends strategic collaboration with pagerduty amzn stock news,positive,0.8584537
2025-05-13,AMZN,top stock reports for microsoft amazoncom mastercard,neutral,0.93683827
2025-05-13,AMZN,fedex risks mount analyst warns of reporting complexity fedex nysefdx amazoncom nasdaqamzn,negative,0.92719835
2025-05-13,AMZN,why amazon may never dip below 200 again,neutral,0.9083865
2025-05-13,AMZN,amazon and humain announce 5 billion ai investment in saudi arabia amzn stock news,neutral,0.8892874
2025-05-13,AMZN,live elon musk makes stunning announcement on starlink deal in saudi arabia trump gulf visit,neutral,0.8626056
2025-05-13,AMZN,amazon amzn strengthens saudi ai partnership with 5 billion investment,positive,0.9446053
2025-05-13,AMZN,amazon amzn partners with saudi arabian ai firm for 5b innovation hub amzn stock news,neutral,0.49894756
2025-05-13,AMZN,lower probability of stagflation and recession cooler cpi discover financial servs nysedfs coinbase global nasdaqcoin,neutral,0.8782025
2025-05-13,AMZN,amazon and fedex reach delivery deal following pullback by ups,positive,0.8345946
2025-05-13,AMZN,aws and humain announce groundbreaking ai zone to accelerate ai adoption in saudi arabia and globally amzn stock news,positive,0.8000001
2025-05-13,AMZN,amazoncom inc amzn a bull case theory,neutral,0.88422304
2025-05-13,AMZN,understanding amazoncoms position in broadline retail industry compared to competitors amazoncom nasdaqamzn,positive,0.8871466
2025-05-13,AMZN,nasdaq 100 erases 2025 decline as tariff cuts spark tech revival,negative,0.7911405
2025-05-13,AMZN,intel certifies shell lubricant for cooling ai data centers,neutral,0.88514775
2025-05-13,AMZN,amazoncom amzn slid on concerns around tariffs and uschina trade tensions,negative,0.9690299
2025-05-13,AMZN,uschina tariff truce adds nearly 45 billion to net worth of elon musk jeff bezos mark zuckerberg apple nasdaqaapl amazoncom nasdaqamzn,neutral,0.797876
2025-05-13,AMZN,jeff bezos called chief dark arts officer in secret amazon doc as ftc says company hid thousands of key files in antitrust case amazoncom nasdaqamzn,neutral,0.49747875
2025-05-12,AMZN,amazon amzn partners with fedex for costeffective deliveries,neutral,0.53635615
2025-05-12,AMZN,fedex and amazon amzn reach agreement affecting stock movements amzn stock news,positive,0.64731133
2025-05-12,AMZN,us stocks close sharply higher on us china tariff news,positive,0.7770877
2025-05-12,AMZN,amzn options activity surges with bullish sentiment amzn stock news,positive,0.78205687
2025-05-12,AMZN,amazoncom inc amzn shares up 763 on may 12,positive,0.77549106
2025-05-12,AMZN,amazon amzn shares surge amid uschina tariff truce,negative,0.839746
2025-05-12,AMZN,deploy cash and reduce hedges peak tariff uncertainty is over but peak economic uncertainty is not,neutral,0.5388869
2025-05-12,AMZN,why goldman sachs sees 30 upside in mercadolibre stock,neutral,0.8958221
2025-05-12,AMZN,amazoncom inc amzns winning formula financial metrics and competitive strengths,positive,0.4945614
2025-05-12,AMZN,amazon amzn rises as uschina tariff deal lifts ecommerce prospects,positive,0.93765485
2025-05-12,AMZN,chris daviss strategic moves a closer look at restaurant brands international inc,neutral,0.93587196
2025-05-12,AMZN,investigating amazoncoms standing in broadline retail industry compared to competitors amazoncom nasdaqamzn,positive,0.84767175
2025-05-12,AMZN,franklin templeton unveils new us mega cap etf in europe,neutral,0.6452464
2025-05-12,AMZN,apple may hike iphone prices this fall steering clear of tariff blame report amazoncom nasdaqamzn,neutral,0.55443203
2025-05-12,AMZN,amazon amzn boosts progynys earnings with enhanced services amzn stock news,positive,0.92086846
2025-05-12,AMZN,unlocking intrinsic value analysis of amazoncom inc,neutral,0.8712821
2025-05-12,AMZN,why wall streets doubts on amazon are your golden opportunity amzn,neutral,0.8851741
2025-05-12,AMZN,bullish sign for sp 500 flashes with more us stocks shouldering rally,positive,0.39563754
2025-05-12,AMZN,1 growth stock down 20 to buy right now,negative,0.8254062
2025-05-12,AMZN,apple amazon nvidia rise in monday premarket as us china agree to slash tariffs for 90 days in major trade breakthrough neither side wants a decoupling apple nasdaqaapl amazoncom nasdaq,negative,0.5983788
2025-05-10,AMZN,the magnificent seven are back in the stock markets drivers seat but are they still a buy,neutral,0.84548455
2025-05-10,AMZN,neuberger berman group llc reduces stake in asbury automotive group inc,neutral,0.8203747
2025-05-09,AMZN,hopium buying india ready to cut tariffs to 4 trump floats china tariffs at 80 uk not a model,neutral,0.73074824
2025-05-09,AMZN,amzn options activity shows bullish sentiment amzn stock news,neutral,0.57410353
2025-05-09,AMZN,industry comparison evaluating amazoncom against competitors in broadline retail industry amazoncom nasdaqamzn,neutral,0.6283609
2025-05-09,AMZN,what does cramer think of amazoncom amzns 100 billion ai bet,neutral,0.9457482
2025-05-09,AMZN,jim cramer on amazoncom inc amzn i still like it for the long haul,neutral,0.8941447
2025-05-09,AMZN,amazon amzn competition concerns for trade desk amid market developments amzn stock news,neutral,0.5435123
2025-05-09,AMZN,should you buy amzn stock at 195 after landmark usuk trade deal,neutral,0.9404979
2025-05-09,AMZN,amazoncom inc amzn among paul tudor jones stock picks with huge upside potential,positive,0.6586794
2025-05-09,AMZN,alphabet shares take 120 billion blow as search warnings blare,negative,0.8062264
2025-05-09,AMZN,billionaire paul tudor jones 10 stocks picks with huge upside potential,positive,0.47239217
2025-05-09,AMZN,amazoncom inc amzn among billionaire larry robbins stock picks with huge upside potential,positive,0.7187153
2025-05-09,AMZN,charles schwab investment management inc reduces stake in cracker barrel old country store inc,neutral,0.73681355
2025-05-08,AMZN,amazoncom inc amzn among billionaire bruce kovners stock picks with huge upside potential,positive,0.8238157
2025-05-08,AMZN,clean energy reports revenue of 1038 million and 506 million rng gallons sold for the first quarter of 2025,neutral,0.89716715
2025-05-08,AMZN,built to stay small inside the org charts of ainative startups,neutral,0.8609396
2025-05-08,AMZN,investigating amazoncoms standing in broadline retail industry compared to competitors amazoncom nasdaqamzn,positive,0.84767175
2025-05-08,AMZN,marjorie taylor greenes hearing disrupted by insider trading scrutiny maybe its a coincidence says jasmine crockett on mtg buying stocks before trumps 90day tariff pause apple nasdaqaapl,neutral,0.5519486
2025-05-08,AMZN,cathie wood strengthens ai chip holdings with nvidia and amd purchases reduces palantir position by another 388 million ark fintech innovation etf batsarkf advanced micro devices nasdaqamd,positive,0.6430181
2025-05-07,AMZN,amazoncom inc amzn among stocks that will make you rich in 3 years,neutral,0.86815584
2025-05-07,AMZN,is amazoncom inc amzn the best dow stock,neutral,0.78225905
2025-05-07,AMZN,amazoncom inc amzn ai integration and ecommerce strength drive price target boost,neutral,0.7155607
2025-05-07,AMZN,amazon q1 free cash flow is concerning nasdaqamzn,neutral,0.9384503
2025-05-07,AMZN,seagate bets on megasized sustainable drives as ai sparks record data demand,neutral,0.4517955
2025-05-07,AMZN,3 redhot cloud infrastructure stocks powering 2025 growth,neutral,0.80660105
2025-05-07,AMZN,indian missiles hit pakistan buying on uschina talks will the fed bow to trump spdr gold trust arcagld,positive,0.3726275
2025-05-07,AMZN,investors bet on broadcoms ai future amid 75b hyperscaler spend,positive,0.6366685
2025-05-07,AMZN,investigating amazoncoms standing in broadline retail industry compared to competitors amazoncom nasdaqamzn,positive,0.84767175
2025-05-07,AMZN,amazoncom inc amzn among most popular stocks on robinhood in 2025,neutral,0.8285951
2025-05-07,AMZN,amazoncom inc amzn among billionaire louis bacons stock picks with huge upside potential,positive,0.83969563
2025-05-07,AMZN,warren buffett falls behind nancy pelosi in stock market returns over the last 11 years heres what data shows apple nasdaqaapl amazoncom nasdaqamzn,neutral,0.7334225
2025-05-07,AMZN,5 nobrainer ai stocks to buy in may,neutral,0.8261445
2025-05-07,AMZN,intel meta get the headlines but its uncle sam doge whos bleeding workers in 2025 microsoft nasdaqmsft alphabet nasdaqgoogl meta platforms nasdaqmeta tesla nasdaqtsla,neutral,0.9080761
2025-05-07,AMZN,amazon amzn impact on marvell tech downplayed amid analyst concerns amzn stock news,negative,0.90459615
2025-05-07,AMZN,is amazoncom amzn the most promising future stock according to hedge funds,neutral,0.7945054
2025-05-07,AMZN,amazon amzn subsidiary zoox recalls robotaxis after las vegas collision amzn stock news,negative,0.95060045
2025-05-07,AMZN,amazons zoox initiates recall while expanding robotaxi production,neutral,0.8451794
2025-05-07,AMZN,amazons zoox to open new california factory scale robotaxi fleet ahead of public launch in las vegas and san francisco alphabet nasdaqgoog amazoncom nasdaqamzn,neutral,0.88205576
2025-05-07,AMZN,jeff bezosbacked perplexity ai outperforms apples siri and chatgpt in ios voice assistant comparison ceo aravind srinivas says apple nasdaqaapl amazoncom nasdaqamzn,neutral,0.6922357
2025-05-07,AMZN,amazon unveils revolutionary robot vulcan with sense of touch to handle 75 of the warehouse items people will always be part of the equation apple nasdaqaapl amazoncom nasdaqamzn,neutral,0.88167274
2025-05-07,AMZN,amazon acquires 844 million stake in amd amid ai chip expansion export controls advanced micro devices nasdaqamd amazoncom nasdaqamzn,neutral,0.86068183
2025-05-06,AMZN,amzn analysts to hold key discussions in upcoming conference call amzn stock news,neutral,0.94111216
2025-05-06,AMZN,insights from amzn discussed in recent analyst conference call amzn stock news,neutral,0.94017804
2025-05-06,AMZN,unpacking the latest options trading trends in amazoncom amazoncom nasdaqamzn,neutral,0.9381207
2025-05-06,AMZN,amazon amzn enhances customer engagement through aidriven personalization amzn stock news,positive,0.8312991
2025-05-06,AMZN,blackrock inc reduces stake in scansource inc a detailed analysis,neutral,0.92113733
2025-05-06,AMZN,blackrock incs strategic acquisition of dime community bancshares inc shares,neutral,0.8526118
2025-05-06,AMZN,blackrock inc reduces stake in pra group inc,neutral,0.667058
2025-05-06,AMZN,blackrock inc expands holdings in petroleo brasileiro sa petrobras,positive,0.7762986
2025-05-06,AMZN,blackrock inc reduces stake in cinemark holdings inc,neutral,0.74518347
2025-05-06,AMZN,blackrock inc reduces stake in tandem diabetes care inc,neutral,0.8626837
2025-05-06,AMZN,blackrock inc reduces stake in core laboratories inc,negative,0.48882303
2025-05-06,AMZN,blackrock inc reduces stake in dxp enterprises inc,neutral,0.72789824
2025-05-06,AMZN,blackrock inc reduces stake in nextdecade corp analyzing the implications,neutral,0.62332845
2025-05-06,AMZN,blackrock inc reduces stake in constellium se a strategic portfolio adjustment,neutral,0.7970512
2025-05-06,AMZN,blackrock inc reduces stake in tompkins financial corp,neutral,0.6444835
2025-05-06,AMZN,blackrock inc significantly reduces stake in carpartscom inc,neutral,0.50388056
2025-05-06,AMZN,blackrock inc acquires significant stake in alamos gold inc,neutral,0.88802767
2025-05-06,AMZN,blackrock inc reduces stake in cyberark software ltd,neutral,0.74786586
2025-05-06,AMZN,blackrock inc increases stake in pan american silver corp,neutral,0.81169146
